,club_id,season_id,competition_id,rank,matches,win,draw,loss,goals_scored,goals_conceded,players_avg_age
963,c-347,s-2020,FR1,10,38,12,11,15,44,48,26.0
964,c-618,s-2020,FR1,11,38,12,10,16,42,54,26.0
965,c-40,s-2020,FR1,12,38,13,6,19,42,56,26.0
966,c-1420,s-2020,FR1,13,38,12,8,18,40,58,26.0
967,c-1421,s-2020,FR1,14,38,9,15,14,42,50,26.0
968,c-667,s-2020,FR1,15,38,11,9,18,49,58,26.0
969,c-1158,s-2020,FR1,16,38,11,9,18,50,68,26.0
970,c-3911,s-2020,FR1,17,38,11,8,19,50,66,26.0
971,c-995,s-2020,FR1,18,38,9,13,16,47,55,26.0
972,c-1160,s-2020,FR1,19,38,9,8,21,40,71,26.0
973,c-2969,s-2020,FR1,20,38,4,9,25,25,73,26.0
974,c-583,s-2021,FR1,1,38,26,8,4,90,36,26.0
975,c-244,s-2021,FR1,2,38,21,8,9,63,38,26.0
976,c-162,s-2021,FR1,3,38,20,9,9,65,40,26.0
977,c-273,s-2021,FR1,4,38,20,6,12,82,40,26.0
978,c-417,s-2021,FR1,5,38,20,7,11,52,36,26.0
979,c-667,s-2021,FR1,6,38,17,12,9,60,43,26.0
980,c-826,s-2021,FR1,7,38,17,11,10,62,48,26.0
981,c-1041,s-2021,FR1,8,38,17,11,10,66,51,26.0
982,c-995,s-2021,FR1,9,38,15,10,13,55,48,26.0
983,c-1082,s-2021,FR1,10,38,14,13,11,48,48,26.0
984,c-3911,s-2021,FR1,11,38,13,9,16,49,57,26.0
985,c-1421,s-2021,FR1,12,38,11,13,14,43,44,26.0
986,c-969,s-2021,FR1,13,38,12,7,19,49,61,26.0
987,c-1420,s-2021,FR1,14,38,10,11,17,44,55,26.0
988,c-1095,s-2021,FR1,15,38,9,11,18,37,53,26.0
989,c-1158,s-2021,FR1,16,38,8,12,18,35,63,26.0
990,c-3524,s-2021,FR1,17,38,9,9,20,38,69,26.0
991,c-618,s-2021,FR1,18,38,7,11,20,42,77,26.0
992,c-347,s-2021,FR1,19,38,6,13,19,35,69,26.0
993,c-40,s-2021,FR1,20,38,6,13,19,52,91,26.0
994,c-583,s-2022,FR1,1,36,27,3,6,86,36,26.0
995,c-826,s-2022,FR1,2,36,23,9,4,62,28,26.0
996,c-244,s-2022,FR1,3,36,22,7,7,66,37,26.0
997,c-162,s-2022,FR1,4,36,19,8,9,69,54,26.0
998,c-1082,s-2022,FR1,5,36,18,9,9,62,42,26.0
999,c-273,s-2022,FR1,6,36,19,5,12,65,38,26.0
1000,c-1041,s-2022,FR1,7,36,17,8,11,61,44,26.0
1001,c-3524,s-2022,FR1,8,36,15,8,13,40,47,26.0
1002,c-417,s-2022,FR1,9,36,13,13,10,42,34,26.0
1003,c-1158,s-2022,FR1,10,36,14,10,12,50,50,26.0
1004,c-1421,s-2022,FR1,11,36,12,15,9,44,39,26.0
1005,c-969,s-2022,FR1,12,36,14,5,17,60,58,26.0
1006,c-415,s-2022,FR1,13,36,12,8,16,48,55,26.0
1007,c-3911,s-2022,FR1,14,36,10,11,15,41,51,26.0
1008,c-667,s-2022,FR1,15,36,9,12,15,49,56,26.0
1009,c-290,s-2022,FR1,16,36,8,10,18,33,59,26.0
1010,c-995,s-2022,FR1,17,36,6,15,15,35,53,26.0
1011,c-1095,s-2022,FR1,18,36,4,11,21,43,78,26.0
1012,c-1147,s-2022,FR1,19,36,6,5,25,22,71,26.0
1013,c-1420,s-2022,FR1,20,36,3,6,27,31,79,26.0
1014,c-131,s-2010,ES1,1,38,30,6,2,95,21,27.9
1015,c-418,s-2010,ES1,2,38,29,5,4,102,33,27.9
1016,c-1049,s-2010,ES1,3,38,21,8,9,64,44,27.9
1017,c-1050,s-2010,ES1,4,38,18,8,12,54,44,27.9
1018,c-368,s-2010,ES1,5,38,17,7,14,62,61,27.9
1019,c-621,s-2010,ES1,6,38,18,4,16,59,55,27.9
1020,c-13,s-2010,ES1,7,38,17,7,14,62,53,27.9
1021,c-714,s-2010,ES1,8,38,15,4,19,46,55,27.9
1022,c-331,s-2010,ES1,9,38,13,8,17,45,46,27.9
1023,c-2448,s-2010,ES1,10,38,11,14,13,35,42,27.9
1024,c-1084,s-2010,ES1,11,38,13,7,18,54,68,27.9
1025,c-630,s-2010,ES1,12,38,12,10,16,41,56,27.9
1026,c-142,s-2010,ES1,13,38,12,9,17,40,53,27.9
1027,c-3368,s-2010,ES1,14,38,12,9,17,41,52,27.9
1028,c-681,s-2010,ES1,15,38,14,3,21,49,66,27.9
1029,c-3709,s-2010,ES1,16,38,12,8,18,49,60,27.9
1030,c-237,s-2010,ES1,17,38,12,8,18,41,56,27.9
1031,c-897,s-2010,ES1,18,38,10,13,15,31,47,27.9
1032,c-7971,s-2010,ES1,19,38,9,8,21,36,60,27.9
1033,c-3302,s-2010,ES1,20,38,6,12,20,36,70,27.9
1034,c-418,s-2011,ES1,1,38,32,4,2,121,32,27.9
1035,c-131,s-2011,ES1,2,38,28,7,3,114,29,27.9
1036,c-1049,s-2011,ES1,3,38,17,10,11,59,44,27.9
1037,c-1084,s-2011,ES1,4,38,17,7,14,54,53,27.9
1038,c-13,s-2011,ES1,5,38,15,11,12,53,46,27.9
1039,c-3368,s-2011,ES1,6,38,16,7,15,54,50,27.9
1040,c-331,s-2011,ES1,7,38,13,15,10,44,61,27.9
1041,c-237,s-2011,ES1,8,38,14,10,14,42,46,27.9
1042,c-368,s-2011,ES1,9,38,13,11,14,48,47,27.9
1043,c-621,s-2011,ES1,10,38,12,13,13,49,52,27.9
1044,c-3709,s-2011,ES1,11,38,12,11,15,40,51,27.9
1045,c-681,s-2011,ES1,12,38,12,11,15,46,52,27.9
1046,c-150,s-2011,ES1,13,38,13,8,17,47,56,27.9
1047,c-714,s-2011,ES1,14,38,12,10,16,46,56,27.9
1048,c-367,s-2011,ES1,15,38,13,4,21,53,73,27.9
1049,c-142,s-2011,ES1,16,38,12,7,19,36,61,27.9
1050,c-16795,s-2011,ES1,17,38,12,6,20,35,56,27.9
1051,c-1050,s-2011,ES1,18,38,9,14,15,39,53,27.9
1052,c-2448,s-2011,ES1,19,38,10,7,21,42,69,27.9
1053,c-630,s-2011,ES1,20,38,4,15,19,28,63,27.9
1054,c-131,s-2012,ES1,1,38,32,4,2,115,40,27.9
1055,c-418,s-2012,ES1,2,38,26,7,5,103,42,27.9
1056,c-13,s-2012,ES1,3,38,23,7,8,65,31,27.9
1057,c-681,s-2012,ES1,4,38,18,12,8,70,49,27.9
1058,c-1049,s-2012,ES1,5,38,19,8,11,67,54,27.9
1059,c-1084,s-2012,ES1,6,38,16,9,13,53,50,27.9
1060,c-150,s-2012,ES1,7,38,16,8,14,57,56,27.9
1061,c-367,s-2012,ES1,8,38,16,5,17,50,66,27.9
1062,c-368,s-2012,ES1,9,38,14,8,16,58,54,27.9
1063,c-3709,s-2012,ES1,10,38,13,8,17,43,57,27.9
1064,c-3368,s-2012,ES1,11,38,12,10,16,40,57,27.9
1065,c-621,s-2012,ES1,12,38,12,9,17,44,65,27.9
1066,c-714,s-2012,ES1,13,38,11,11,16,43,52,27.9
1067,c-366,s-2012,ES1,14,38,11,10,17,49,58,27.9
1068,c-16795,s-2012,ES1,15,38,11,9,18,37,54,27.9
1069,c-331,s-2012,ES1,16,38,10,9,19,33,50,27.9
1070,c-940,s-2012,ES1,17,38,10,7,21,37,52,27.9
1071,c-237,s-2012,ES1,18,38,9,9,20,43,72,27.9
1072,c-897,s-2012,ES1,19,38,8,11,19,47,70,27.9
1073,c-142,s-2012,ES1,20,38,9,7,22,37,62,27.9
1074,c-13,s-2013,ES1,1,38,28,6,4,77,26,27.9
1075,c-131,s-2013,ES1,2,38,27,6,5,100,33,27.9
1076,c-418,s-2013,ES1,3,38,27,6,5,104,38,27.9
1077,c-621,s-2013,ES1,4,38,20,10,8,66,39,27.9
1078,c-368,s-2013,ES1,5,38,18,9,11,69,52,27.9
1079,c-1050,s-2013,ES1,6,38,17,8,13,60,44,27.9
1080,c-681,s-2013,ES1,7,38,16,11,11,62,55,27.9
1081,c-1049,s-2013,ES1,8,38,13,10,15,51,53,27.9
1082,c-940,s-2013,ES1,9,38,14,7,17,49,54,27.9
1083,c-3368,s-2013,ES1,10,38,12,12,14,35,43,27.9
1084,c-1084,s-2013,ES1,11,38,12,9,17,39,46,27.9
1085,c-367,s-2013,ES1,12,38,13,4,21,46,80,27.9
1086,c-3709,s-2013,ES1,13,38,11,9,18,35,54,27.9
1087,c-714,s-2013,ES1,14,38,11,9,18,41,51,27.9
1088,c-16795,s-2013,ES1,15,38,12,5,21,32,56,27.9
1089,c-1531,s-2013,ES1,16,38,9,13,16,30,50,27.9
1090,c-3302,s-2013,ES1,17,38,11,7,20,43,71,27.9
1091,c-331,s-2013,ES1,18,38,10,9,19,32,62,27.9
1092,c-366,s-2013,ES1,19,38,7,15,16,38,60,27.9
1093,c-150,s-2013,ES1,20,38,6,7,25,36,78,27.9
1094,c-131,s-2014,ES1,1,38,30,4,4,110,21,27.9
1095,c-418,s-2014,ES1,2,38,30,2,6,118,38,27.9
1096,c-13,s-2014,ES1,3,38,23,9,6,67,29,27.9
1097,c-1049,s-2014,ES1,4,38,22,11,5,70,32,27.9
1098,c-368,s-2014,ES1,5,38,23,7,8,71,45,27.9
1099,c-1050,s-2014,ES1,6,38,16,12,10,48,37,27.9
1100,c-621,s-2014,ES1,7,38,15,10,13,42,41,27.9
1101,c-940,s-2014,ES1,8,38,13,12,13,47,44,27.9
1102,c-1084,s-2014,ES1,9,38,14,8,16,42,48,27.9
1103,c-714,s-2014,ES1,10,38,13,10,15,47,51,27.9
1104,c-367,s-2014,ES1,11,38,15,4,19,46,68,27.9
1105,c-681,s-2014,ES1,12,38,11,13,14,44,51,27.9
1106,c-1531,s-2014,ES1,13,38,11,8,19,35,62,27.9
1107,c-3368,s-2014,ES1,14,38,9,10,19,34,67,27.9
1108,c-3709,s-2014,ES1,15,38,10,7,21,33,64,27.9
1109,c-897,s-2014,ES1,16,38,7,14,17,35,60,27.9
1110,c-16795,s-2014,ES1,17,38,7,14,17,29,64,27.9
1111,c-1533,s-2014,ES1,18,38,9,8,21,34,55,27.9
1112,c-3302,s-2014,ES1,19,38,8,8,22,35,64,27.9
1113,c-993,s-2014,ES1,20,38,3,11,24,22,68,27.9
1114,c-131,s-2015,ES1,1,38,29,4,5,112,29,27.9
1115,c-418,s-2015,ES1,2,38,28,6,4,110,34,27.9
1116,c-13,s-2015,ES1,3,38,28,4,6,63,18,27.9
1117,c-1050,s-2015,ES1,4,38,18,10,10,44,35,27.9
1118,c-621,s-2015,ES1,5,38,18,8,12,58,45,27.9
1119,c-940,s-2015,ES1,6,38,17,9,12,51,59,27.9
1120,c-368,s-2015,ES1,7,38,14,10,14,51,50,27.9
1121,c-1084,s-2015,ES1,8,38,12,12,14,38,35,27.9
1122,c-681,s-2015,ES1,9,38,13,9,16,45,48,27.9
1123,c-150,s-2015,ES1,10,38,11,12,15,34,52,27.9
1124,c-472,s-2015,ES1,11,38,12,8,18,45,53,27.9
1125,c-1049,s-2015,ES1,12,38,11,11,16,46,48,27.9
1126,c-1533,s-2015,ES1,13,38,11,10,17,49,61,27.9
1127,c-714,s-2015,ES1,14,38,12,7,19,40,74,27.9
1128,c-897,s-2015,ES1,15,38,8,18,12,45,61,27.9
1129,c-16795,s-2015,ES1,16,38,10,9,19,46,69,27.9
1130,c-2448,s-2015,ES1,17,38,10,9,19,40,62,27.9
1131,c-367,s-2015,ES1,18,38,9,11,18,52,73,27.9
1132,c-3709,s-2015,ES1,19,38,9,9,20,37,67,27.9
1133,c-3368,s-2015,ES1,20,38,8,8,22,37,70,27.9
1134,c-418,s-2016,ES1,1,38,29,6,3,106,41,27.9
1135,c-131,s-2016,ES1,2,38,28,6,4,116,37,27.9
1136,c-13,s-2016,ES1,3,38,23,9,6,70,27,27.9
1137,c-368,s-2016,ES1,4,38,21,9,8,69,49,27.9
1138,c-1050,s-2016,ES1,5,38,19,10,9,56,33,27.9
1139,c-681,s-2016,ES1,6,38,19,7,12,59,53,27.9
1140,c-621,s-2016,ES1,7,38,19,6,13,53,43,27.9
1141,c-714,s-2016,ES1,8,38,15,11,12,49,50,27.9
1142,c-1108,s-2016,ES1,9,38,14,13,11,41,43,27.9
1143,c-1533,s-2016,ES1,10,38,15,9,14,56,51,27.9
1144,c-1084,s-2016,ES1,11,38,12,10,16,49,55,27.9
1145,c-1049,s-2016,ES1,12,38,13,7,18,56,65,27.9
1146,c-940,s-2016,ES1,13,38,13,6,19,53,69,27.9
1147,c-472,s-2016,ES1,14,38,10,9,19,53,74,27.9
1148,c-150,s-2016,ES1,15,38,10,9,19,41,64,27.9
1149,c-897,s-2016,ES1,16,38,8,12,18,43,61,27.9
1150,c-1244,s-2016,ES1,17,38,8,11,19,36,55,27.9
1151,c-2448,s-2016,ES1,18,38,7,10,21,42,72,27.9
1152,c-331,s-2016,ES1,19,38,4,10,24,40,94,27.9
1153,c-16795,s-2016,ES1,20,38,4,8,26,30,82,27.9
1154,c-131,s-2017,ES1,1,38,28,9,1,99,29,27.9
1155,c-13,s-2017,ES1,2,38,23,10,5,58,22,27.9
1156,c-418,s-2017,ES1,3,38,22,10,6,94,44,27.9
1157,c-1049,s-2017,ES1,4,38,22,7,9,65,38,27.9
1158,c-1050,s-2017,ES1,5,38,18,7,13,57,50,27.9
1159,c-150,s-2017,ES1,6,38,18,6,14,60,61,27.9
1160,c-368,s-2017,ES1,7,38,17,7,14,49,58,27.9
1161,c-3709,s-2017,ES1,8,38,15,10,13,42,33,27.9
1162,c-1533,s-2017,ES1,9,38,14,9,15,44,50,27.9
1163,c-12321,s-2017,ES1,10,38,14,9,15,50,59,27.9
1164,c-714,s-2017,ES1,11,38,12,13,13,36,42,27.9
1165,c-681,s-2017,ES1,12,38,14,7,17,66,59,27.9
1166,c-940,s-2017,ES1,13,38,13,10,15,59,60,27.9
1167,c-1108,s-2017,ES1,14,38,15,2,21,40,50,27.9
1168,c-3368,s-2017,ES1,15,38,11,13,14,44,58,27.9
1169,c-621,s-2017,ES1,16,38,10,13,15,41,49,27.9
1170,c-1244,s-2017,ES1,17,38,12,7,19,34,51,27.9
1171,c-897,s-2017,ES1,18,38,6,11,21,38,76,27.9
1172,c-472,s-2017,ES1,19,38,5,7,26,24,74,27.9
1173,c-1084,s-2017,ES1,20,38,5,5,28,24,61,27.9
1174,c-131,s-2018,ES1,1,38,26,9,3,90,36,27.9
1175,c-13,s-2018,ES1,2,38,22,10,6,55,29,27.9
1176,c-418,s-2018,ES1,3,38,21,5,12,63,46,27.9
1177,c-1049,s-2018,ES1,4,38,15,16,7,51,35,27.9
1178,c-3709,s-2018,ES1,5,38,15,14,9,48,35,27.9
1179,c-368,s-2018,ES1,6,38,17,8,13,62,47,27.9
1180,c-714,s-2018,ES1,7,38,14,11,13,48,50,27.9
1181,c-621,s-2018,ES1,8,38,13,14,11,41,45,27.9
1182,c-681,s-2018,ES1,9,38,13,11,14,45,46,27.9
1183,c-150,s-2018,ES1,10,38,14,8,16,44,52,27.9
1184,c-1108,s-2018,ES1,11,38,13,11,14,39,50,27.9
1185,c-1533,s-2018,ES1,12,38,11,14,13,46,50,27.9
1186,c-1244,s-2018,ES1,13,38,11,12,15,37,43,27.9
1187,c-1050,s-2018,ES1,14,38,10,14,14,49,52,27.9
1188,c-3368,s-2018,ES1,15,38,11,11,16,59,66,27.9
1189,c-366,s-2018,ES1,16,38,10,11,17,32,51,27.9
1190,c-940,s-2018,ES1,17,38,10,11,17,53,62,27.9
1191,c-12321,s-2018,ES1,18,38,9,10,19,37,53,27.9
1192,c-5358,s-2018,ES1,19,38,7,12,19,43,65,27.9
1193,c-367,s-2018,ES1,20,38,8,8,22,41,70,27.9
1194,c-418,s-2019,ES1,1,38,26,9,3,70,25,27.9
1195,c-131,s-2019,ES1,2,38,25,7,6,86,38,27.9
1196,c-13,s-2019,ES1,3,38,18,16,4,51,27,27.9
1197,c-368,s-2019,ES1,4,38,19,13,6,54,34,27.9
1198,c-1050,s-2019,ES1,5,38,18,6,14,63,49,27.9
1199,c-681,s-2019,ES1,6,38,16,8,14,56,48,27.9
1200,c-16795,s-2019,ES1,7,38,16,8,14,52,45,27.9
1201,c-3709,s-2019,ES1,8,38,14,12,12,43,37,27.9
1202,c-1049,s-2019,ES1,9,38,14,11,13,46,53,27.9
1203,c-331,s-2019,ES1,10,38,13,13,12,46,54,27.9
1204,c-621,s-2019,ES1,11,38,13,12,13,41,38,27.9
1205,c-3368,s-2019,ES1,12,38,14,7,17,47,53,27.9
1206,c-366,s-2019,ES1,13,38,9,15,14,32,43,27.9
1207,c-1533,s-2019,ES1,14,38,11,9,18,39,56,27.9
1208,c-150,s-2019,ES1,15,38,10,11,17,48,60,27.9
1209,c-1108,s-2019,ES1,16,38,10,9,19,34,59,27.9
1210,c-940,s-2019,ES1,17,38,7,16,15,37,49,27.9
1211,c-1244,s-2019,ES1,18,38,8,12,18,30,51,27.9
1212,c-237,s-2019,ES1,19,38,9,6,23,40,65,27.9
1213,c-714,s-2019,ES1,20,38,5,10,23,27,58,27.9
1214,c-13,s-2020,ES1,1,38,26,8,4,67,25,27.9
1215,c-418,s-2020,ES1,2,38,25,9,4,67,28,27.9
1216,c-131,s-2020,ES1,3,38,24,7,7,85,38,27.9
1217,c-368,s-2020,ES1,4,38,24,5,9,53,33,27.9
1218,c-681,s-2020,ES1,5,38,17,11,10,59,38,27.9
1219,c-150,s-2020,ES1,6,38,17,10,11,50,50,27.9
1220,c-1050,s-2020,ES1,7,38,15,13,10,60,44,27.9
1221,c-940,s-2020,ES1,8,38,14,11,13,55,57,27.9
1222,c-621,s-2020,ES1,9,38,11,13,14,46,42,27.9
1223,c-16795,s-2020,ES1,10,38,13,7,18,47,65,27.9
1224,c-331,s-2020,ES1,11,38,11,11,16,37,48,27.9
1225,c-2687,s-2020,ES1,12,38,11,11,16,36,58,27.9
1226,c-1049,s-2020,ES1,13,38,10,13,15,50,53,27.9
1227,c-3368,s-2020,ES1,14,38,9,14,15,46,57,27.9
1228,c-3709,s-2020,ES1,15,38,9,11,18,28,43,27.9
1229,c-1108,s-2020,ES1,16,38,9,11,18,36,57,27.9
1230,c-1531,s-2020,ES1,17,38,8,12,18,34,55,27.9
1231,c-5358,s-2020,ES1,18,38,7,13,18,34,53,27.9
1232,c-366,s-2020,ES1,19,38,5,16,17,34,57,27.9
1233,c-1533,s-2020,ES1,20,38,6,12,20,29,52,27.9
1234,c-418,s-2021,ES1,1,38,26,8,4,80,31,27.9
1235,c-131,s-2021,ES1,2,38,21,10,7,68,38,27.9
1236,c-13,s-2021,ES1,3,38,21,8,9,65,43,27.9
1237,c-368,s-2021,ES1,4,38,18,16,4,53,30,27.9
1238,c-150,s-2021,ES1,5,38,19,8,11,62,40,27.9
1239,c-681,s-2021,ES1,6,38,17,11,10,40,37,27.9
1240,c-1050,s-2021,ES1,7,38,16,11,11,63,37,27.9
1241,c-621,s-2021,ES1,8,38,14,13,11,43,36,27.9
1242,c-1049,s-2021,ES1,9,38,11,15,12,48,53,27.9
1243,c-331,s-2021,ES1,10,38,12,11,15,37,51,27.9
1244,c-940,s-2021,ES1,11,38,12,10,16,43,43,27.9
1245,c-367,s-2021,ES1,12,38,11,9,18,39,50,27.9
1246,c-1531,s-2021,ES1,13,38,11,9,18,40,52,27.9
1247,c-714,s-2021,ES1,14,38,10,12,16,40,53,27.9
1248,c-3709,s-2021,ES1,15,38,8,15,15,33,41,27.9
1249,c-237,s-2021,ES1,16,38,10,9,19,36,63,27.9
1250,c-2687,s-2021,ES1,17,38,8,15,15,35,51,27.9
1251,c-16795,s-2021,ES1,18,38,8,14,16,44,61,27.9
1252,c-3368,s-2021,ES1,19,38,8,11,19,51,76,27.9
1253,c-1108,s-2021,ES1,20,38,8,7,23,31,65,27.9
1254,c-131,s-2022,ES1,1,36,27,4,5,66,18,27.9
1255,c-418,s-2022,ES1,2,36,23,5,8,72,34,27.9
1256,c-13,s-2022,ES1,3,36,22,7,7,66,30,27.9
1257,c-681,s-2022,ES1,4,36,20,8,8,48,32,27.9
1258,c-1050,s-2022,ES1,5,36,19,6,11,56,36,27.9
1259,c-150,s-2022,ES1,6,36,16,8,12,43,39,27.9
1260,c-621,s-2022,ES1,7,35,14,8,13,46,39,27.9
1261,c-12321,s-2022,ES1,8,36,13,10,13,56,51,27.9
1262,c-368,s-2022,ES1,9,36,13,10,13,45,50,27.9
1263,c-331,s-2022,ES1,10,35,13,8,14,32,39,27.9
1264,c-367,s-2022,ES1,11,36,12,10,14,43,49,27.9
1265,c-237,s-2022,ES1,12,35,12,8,15,33,40,27.9
1266,c-1049,s-2022,ES1,13,35,11,7,17,39,41,27.9
1267,c-940,s-2022,ES1,14,36,10,10,16,41,51,27.9
1268,c-3302,s-2022,ES1,15,36,11,6,19,46,62,27.9
1269,c-3709,s-2022,ES1,16,36,9,11,16,32,44,27.9
1270,c-2687,s-2022,ES1,17,36,9,11,16,28,52,27.9
1271,c-366,s-2022,ES1,18,36,11,5,20,33,63,27.9
1272,c-714,s-2022,ES1,19,36,8,11,17,47,64,27.9
1273,c-1531,s-2022,ES1,20,36,4,9,23,28,66,27.9
